Sample	Acidaminococcaceae	Actinomycetaceae	Aeromonadaceae	Akkermansiaceae	Alcaligenaceae	Atopobiaceae	Bacillaceae	Bacillales_unclassified	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Campylobacteraceae	Carnobacteriaceae	Catabacteriaceae	Christensenellaceae	Clostridiaceae	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_unclassified	Coriobacteriaceae	Corynebacteriaceae	Corynebacteriales_unclassified	Debaryomycetaceae	Dermabacteraceae	Desulfovibrionaceae	Dysgonamonadaceae	Eggerthellaceae	Enterobacterales_unclassified	Enterobacteriaceae	Enterococcaceae	Erwiniaceae	Erysipelotrichaceae	Eubacteriaceae	Firmicutes_unclassified	Fusobacteriaceae	Hafniaceae	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Malasseziaceae	Micrococcaceae	Moraxellaceae	Morganellaceae	Mycoplasmataceae	Neisseriaceae	Odoribacteraceae	Oscillospiraceae	Paenibacillaceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Proteobacteria_unclassified	Pseudomonadaceae	Rikenellaceae	Ruminococcaceae	Saccharomycetaceae	Selenomonadaceae	Sphingobacteriaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Veillonellaceae	Xanthomonadaceae	Yersiniaceae
SRR3132149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132151	0	0	0	0	0	0	0	0	0	0	0.89905	0	0	0	0	0.45129	0	0	0	0	0	0	0	0	0	0	0	78.10778	4.15636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97281	0	0	0	0.0816	0	0	0	0.56688	2.28483	0	0	8.4794	0	0
SRR3132153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.73646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.52681	0	0	0	0	0	0	0	17.69851	0.03822	0	0	0	0	0
SRR3132155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
SRR3132157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55848	0	0	0	0	0	0	0	0	0	0	0	27.13737	69.16688	0	0	0	0	0
SRR3132161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25976	0	0	0	0.05617	0	0.00234	0	0	0	0	0	95.46288	1.82514	0	2.03531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33913	0	0	0	0	0	0	0.01927	0	0	0	0	0
SRR3132163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40222	0	0	0	0.28942	0	0	0	0	0	0	0	75.34655	3.3037	0	10.8469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02768	1.1189	0	0	0.66464	0	0
SRR3132165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.68675	0	0	0	0	0	0	0	0	45.99626	0	0	0	0	0	0	0	0	0	0	1.25107	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06593	0	0	0	0	0	0
SRR3132167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56698	0	0	0	0	0	0	0.24633	0	0	0	0	83.57541	4.59773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65436	0	0	2.52569	0	0	0	0	0	0	0	0	1.83612	0	0	5.99738	0	0
SRR3132171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21229	0	0	0	0	0	0	0	0	0	0	0	70.63669	7.79168	0	3.29497	0	0	0	0	0	0	0	0	0.08417	0	0.04873	0	0	0	0	0	0	0	0	0.75475	0	0	0	0	0	0	0	0	0	0	0	3.62857	0	0	9.94043	0	0.60771
SRR3132173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.49262	7.24219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.15529	0.1099	0	0	0	0	0
SRR3132175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.91226	0.08774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93364	0	0	0	0	74.44385	22.73463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88788	0	0	0	0	0	0
SRR3132179	0	0	0	0	0	0	0	0	0	0	0	0.08508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.39047	6.9512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10393	0	0	0	0	0	0	0	0	0	0	0	0.46932	0	0	0	0	0
SRR3132181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.91695	0.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13505	0	0	0	0	0
SRR3132183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.96802	3.96258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00482	0.06458	0	0	0	0	0
SRR3132185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.90989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.40883	0	0	0	0	0	0	0	2.68128	0	0	0	0	0	0
SRR3132187	0	0.01931	0	0	0	0	0	0	0	0	27.85923	0	0	0	0	5.31594	0	0	0	0	0	0	0	0	0	0	0	58.86441	4.89027	0	0	0	0	0	0.31515	0	0	0	0	0.08003	0	0	0	0	0	0	0	0	0	0	1.16128	0	0	0.27717	0	0	0	0	0	0	0	0	1.21721	0	0	0	0	0
SRR3132189	0	0	0	0	0	0	0	0	0	0	0.01619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.92947	7.97968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07267	0	0	0	0.00199	0	0
SRR3132191	0	0	0	0	0	0	0	0	50.73146	0	5.77525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.46948	0.67768	0	0	0.10215	0	0	0	2.5489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11355	0	0	0	0	0	0	0	0	0	0	0	0.22334	0	21.06221	0.23483	0	0.06115
SRR3132193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.60692	2.31582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02248	0.05478	0	0	0	0	0
SRR3132195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.86377	50.85197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191	0	0	10.86274	0	1.41963
SRR3132197	0	0	0	0	0	0	0	0	42.8322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.88431	0.98798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29552	0	0	0	0	0	0
SRR3132199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23807	0	0	0	0.09097	0	0	0	0	0	0	0	54.31935	35.47874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08008	2.12116	0	0	7.67164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01104	0	0	0	0	0	0	0	0	0	0	0	89.39572	3.68625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	6.78067	0	0	0	0	0	0	0	0	0.12041	0	0	0	0	0
SRR3132203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22786	0	0	0	0	0	0	0	0	0	0	0	86.63074	7.71086	0	0	0	0	0	0	0	0	0	0	0.01281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41772	0	0
SRR3132207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54302	0	0	0	0	0	0	0	0	0	0	0	79.24121	8.82009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4382	0	0	0	0	0	0	0	0	0	0	0	3.82402	0	0	2.30146	0	1.832
SRR3132209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.74815	1.24731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454	0	0	0	0	0
SRR3132211	0	0	0	0	0	0	0	0	50.70152	0	0.86256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.90741	4.41011	0	0	0	0	0	0	1.73084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.28303	0	0	1.10453
SRR3132213	0	0	0	0	0	0	0	0	0	0	3.29489	0	0	0	0	0.02882	0	0	0	0.2484	0	0	0	0	0	0	0	64.58349	7.57223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.27217	0	0	0	0	0
SRR3132215	0	51.38941	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38921	0	0	0	0.00329	0	0	0.26509	0	0	0	0	0	35.02098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3465	0	0	0	7.73106	0	0	0	0	0	0	0	0.17867	0	0	0	1.67578	0	0
SRR3132217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.92623	0.45642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14892	0	0	0	0	4.46843	0
SRR3132219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.33471	1.33693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.32836	0	0
SRR3132221	0	15.86564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.2071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64009	0	0	0	0	0	0.31843	0	0	0	0	0	0	0	8.96874	0	0	0	0	0	0
SRR3132223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62975	0	0	0	0.03112	0	0	0	0	0	0	0	81.40619	4.73614	0	4.30008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00824	0.16352	0	0	2.72497	0	0
SRR3132225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13565	0	0	0	0	0	0	0	0	0	0	0	93.77204	1.23045	0	0	0	0	0	0	1.34011	0	0	0	0.00522	0	0	0	0	0	0	0	0	0	0	1.30351	0	0	0	0	0	0	0	0	0	0	0	0.04514	0	0	0.16787	0	0
SRR3132227	0	0.01331	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13155	0	0	0	0	0	0	0	0	0	0	0.03048	46.4626	0	0	0	0	0	0	0	0.00171	0	0	0	0	0	0	0	0	0	0	0	0.06996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.13634	0	0	34.5538	0	1.60024
SRR3132229	0	0.12429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.76771	0	0	0	0	0	0	0	0	0	0	0	0	0.33008	0	0	0	0	0	0	0	0	0	0	0	84.21478	0.56314	0	0	0	0	0
SRR3132231	0	0	4.60423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.07464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62101	0	0	0	26.70012	0	0
SRR3132233	0	16.78495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.59369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62136	0	0	0	0	0	0
SRR3132235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.67029	49.55295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.77676	0	0	0	0	0
SRR3132239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132241	0	0.06787	0	0	0	0	0	0	0	0	7.37564	0	0	0	0	0.61085	0	0	0	0.06721	0	0	0	0	0	0	0	83.59885	0.79809	0	0	0	0	0	0	0	0.94396	0	0	0	0	0	0	0	0	0	0	0	0	0.63949	0	0	0	0.0898	0	0	0	0	0	0	0	0	0.06045	0	0	5.74779	0	0
SRR3132243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.53318	58.41543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05138	0	0	0	0	0	0
SRR3132245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.94495	0	0	0	0	0	0	0	0	0	0	0	0	0.03252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02253	0	0
SRR3132247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1981	0	0	0	0	0	0	0	22.84006	0	0	0	0	0	0	0	74.72025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64971	0	0	0	0.59188	0	0
SRR3132249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00E-04	0	0	0	0	0.07834	99.3572	0	0	0	0	0	0	0	0.04749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50928	0.00689	0	0	0	0	0
SRR3132251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.53321	0.46437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241	0	0	0	0	0	0
SRR3132253	0	0	0	0	0	0	0	0	0	0	82.30695	0	0	0	0	0	0	0	0	0.0064	0	0	0.71329	0	0	0	0	0	12.43654	0.7024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26085	0	0	0	0	0	0	0	0.57358	0	0	0	0	0	0
SRR3132255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.72078	0	0	0	0	0	0	0	0	0	0	0	0.36816	0	0	0	0	0	0	0	0	0	0.11495	0	0	0	8.6907	0	0	0	0	0	0	0	15.66465	0	0	0	48.44077	0	0
SRR3132257	0	78.61876	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73264	0	0	0	0	0	0	0	0	0	0	0	0	16.77504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23289	0	0	0	0	0	0	0	0	2.68098	0.95969	0	0	0	0	0
SRR3132259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64035	0	0	0	0	0	0	0	0	0	0	0	0	54.58138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12771	0	0	0	0	0	0	0	0	0.07925	0	0	0	0	0	41.57131
SRR3132261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.37731	2.05621	0.36407	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.83533	0	0
SRR3132263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.17986	0.03224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53397	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25393	0	0	0	0	0	0
SRR3132265	0	0	0	0	0	0	0	0	0	0	11.86304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.45535	7.05977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12693	0	0	0	0	0	0	0	0	0	0	0	0.48257	0.01234	0	0	0	0	0
SRR3132267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.86973	2.61904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0253	0	0	14.48594	0	0
SRR3132269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.32559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57816	0.02062	0	0	0	0	55.07563
SRR3132271	0	0	0	0	0	0	0	0	0	0	0.03384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.67677	66.44336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03601	0	0	0	0	0	0	0	0	0	0	0	10.55431	0	1.2557
SRR3132273	0	0	0	0	0	0	0	0	0	0	30.59327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82718	0	0	0	0	0	0	0	63.70525	0	0	0	3.87431	0	0
SRR3132275	0	0	0	0	0	0	0	0	49.36967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.48514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01687	0.12832	0	0	0	0	0
SRR3132277	0	0	0	0	0	0	0	0.01197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.68412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95552	0	0	0	0	0	0	0	5.34839	0	0	0	0	0	0
SRR3132279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.18977	0	0	0	0	0	0	2.42525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.34511	0	0	0	0	0	0	0.03987	0	0	0	0	0
SRR3132281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.96544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03456	0	0	0	0	0
SRR3132283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26636	0	0	0	0.07645	0	0	0	0	0	0	0	35.64681	34.97676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15369	0	0	0	27.87993	0	0
SRR3132285	0	0.07155	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86919	0	0	0	0	0	0	0	0	0	0	0	54.07575	28.80495	0	0	0	0	0	0	0	0.15941	0	0	0	0	0	0	0	0	0	0	0.61245	0	0	0.28128	0	0.0102	1.30792	0	0	0	0	0	0	0	0.06922	0	0	0	12.73807	0	0
SRR3132287	0	0	0	0	0	0	0	0	28.3445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.57156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07497	0.00897	0	0	0	0	0
SRR3132289	0	0.01745	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37479	0	0	0	0	0	0	0.00912	0	0	0	0	42.08751	0.80808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0.14573	23.15372	0	0	30.4001	0	0
SRR3132291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.29031	21.27498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12667	0	0	0	0	0	0	0	0.30803	0	0	0	0	0	0
SRR3132293	0	2.58415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11155	0	0	0	0	0	87.27658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25109	0	0	0	0	0	0	0	6.77663	0	0	0	0	0	0
SRR3132295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.39492	4.8491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70986	0	0.04612
SRR3132297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.87635	49.12365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19614	0	0	2.08283	0	0	0	0	31.55703	55.13967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14129	0	0.29313	6.94824	0	0	3.64168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07379	0	0	0	0.30474	0	0	1.16962	0	0	0	0	24.66358	67.43971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07523	2.29419	0	0	3.93921	0	0	0	0	0	0	0	0.03995	0	0	0	0	0	0
SRR3132303	0	0	0	0	0	0	0	0	1.5495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.48889	35.86952	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.30632	0	0	0	0	0	0
SRR3132305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.41754	1.75147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08802	0	0	0	0	0	0	0	0	0	0	0	0.2735	0	0	5.46947	0	0
SRR3132307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12634	0	0	0	0	0	0	0.14266	0	0	0	0	30.41152	56.6273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05599	0	0.04435	3.96076	0	0	0.22745	0	0	0	0	0	0	0	0	0	0	0	8.40361	0	0
SRR3132309	0	0	0	0	0	0	0	0	0.10239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.82928	10.06834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.96607	2.03393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.44003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00842	0	10.55155
SRR3132315	0	0	0	0	0	0	0	0	83.92336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4725	0.60413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR3132317	0	0	0	0	0	0	0	0	0	0	11.38409	0	0	0	0	0.08738	0	0	0	0	0	0	0	0	0	0	0	74.68497	6.56274	0	0	0	0	0	0	0	0.03384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19225	0	0	0	0	0	0	0	0.4289	0	0	0	4.62583	0	0
